transaction_id,amount,transaction_hour,transaction_day,merchant_category,payment_method,device_type,customer_age,account_age_days,previous_transactions,failed_attempts,transactions_last_24h,average_transaction_amount,distance_from_usual_location,is_new_device,is_international,ip_risk_score,velocity_score,previous_fraud_count,fraud_label
TXN141891,992.86,11,2,food_delivery,card,desktop,49,2806,32,0,1,331.89,63.83,0,0,9.01,25.38,0,0
TXN141892,176.4,21,6,fashion,netbanking,tablet,63,1416,25,0,4,1209.35,2.85,0,0,0.16,0.0,1,0
TXN141893,518.64,17,5,travel,emi,desktop,47,237,25,0,0,934.29,2.61,0,0,36.98,2.08,0,0
TXN141894,2340.94,23,2,entertainment,wallet,pos,31,1300,26,1,0,814.58,9.1,1,0,0.0,20.39,0,0
TXN141895,1108.36,11,4,fashion,netbanking,desktop,61,2292,21,0,1,616.2,6.92,0,0,24.59,23.81,0,0
TXN141896,1586.96,22,3,food_delivery,wallet,tablet,39,852,33,1,2,602.17,2.48,0,0,21.22,34.47,0,0
TXN141897,1405.19,4,5,fashion,netbanking,desktop,23,1392,23,0,1,1208.63,14.95,0,0,0.0,12.81,0,0
TXN141898,1998.6,8,2,food_delivery,upi,pos,39,155,26,0,1,2054.54,29.71,0,0,26.39,15.88,0,0
TXN141899,567.63,6,2,entertainment,card,pos,21,1220,23,1,0,340.68,10.91,0,0,12.35,19.99,0,0
TXN141900,992.29,6,0,grocery,card,tablet,68,357,23,0,0,1059.84,47.48,0,0,14.84,24.36,1,0
TXN141901,681.33,22,6,grocery,upi,pos,74,910,22,0,2,1374.67,9.83,0,0,20.08,19.73,0,0
TXN141902,757.86,13,3,education,wallet,desktop,33,1403,23,1,4,1189.47,2.13,0,0,9.94,9.98,0,0
TXN141903,312.31,7,4,food_delivery,card,desktop,70,660,29,0,2,438.99,1.4,1,0,18.6,32.11,0,0
TXN141904,55.78,1,4,gaming,emi,pos,58,293,16,2,0,102.91,12.9,1,0,14.09,28.15,0,0
TXN141905,191.76,19,1,healthcare,card,mobile,72,509,30,0,0,228.2,3.75,0,0,1.75,11.84,0,0
TXN141906,266.61,18,5,fashion,upi,mobile,27,2387,17,1,2,262.01,5.8,0,1,28.15,2.24,0,0
TXN141907,2227.62,23,6,entertainment,upi,desktop,21,443,22,1,2,2515.79,10.37,0,0,14.8,8.0,0,0
TXN141908,1957.38,14,3,gaming,emi,pos,70,125,17,0,4,909.28,4.32,0,0,1.71,37.06,0,0
TXN141909,556.2,11,6,electronics,upi,mobile,33,2597,20,0,1,823.87,10.14,0,0,33.2,18.38,0,0
TXN141910,423.27,1,4,grocery,wallet,mobile,51,1695,27,0,1,267.2,17.35,0,0,26.15,15.65,0,0
TXN141911,1085.51,17,2,gaming,emi,mobile,69,3396,29,0,0,549.19,1.05,0,0,44.45,16.52,1,0
TXN141912,515.07,4,3,electronics,netbanking,pos,37,1400,29,0,3,953.78,7.84,0,0,47.36,24.98,0,0
TXN141913,769.09,9,6,education,wallet,desktop,23,1388,27,1,0,578.98,1.53,0,0,29.9,40.56,0,0
TXN141914,523.02,19,2,travel,emi,tablet,63,182,22,0,3,1000.96,20.17,0,0,11.02,7.63,0,0
TXN141915,714.51,3,0,gaming,upi,pos,43,387,26,1,2,951.53,0.7,0,0,23.37,16.04,0,0
TXN141916,745.36,3,4,electronics,upi,pos,19,3066,23,0,3,297.16,1.41,0,0,13.74,0.0,0,0
TXN141917,490.74,3,2,electronics,emi,desktop,37,808,25,2,2,361.07,0.91,0,0,18.25,21.27,0,0
TXN141918,1770.77,14,4,education,card,tablet,48,266,30,0,1,1519.64,27.64,0,0,32.87,11.12,0,0
TXN141919,388.4,6,4,gaming,upi,tablet,68,2726,22,0,0,759.99,,0,1,11.35,27.18,0,0
TXN141920,333.98,2,2,electronics,emi,pos,30,3643,20,0,2,328.72,6.55,0,0,42.35,7.73,0,0
TXN141921,3219.47,12,4,grocery,netbanking,tablet,47,1272,16,0,5,1756.12,3.62,0,0,25.31,14.71,0,0
TXN141922,2411.57,1,3,healthcare,netbanking,mobile,28,1405,25,0,3,2045.06,2.73,0,0,10.88,0.0,0,0
TXN141923,152.76,2,3,entertainment,emi,tablet,34,2419,25,0,2,189.49,25.97,0,1,12.92,18.83,0,0
TXN141924,1058.02,8,1,electronics,netbanking,pos,33,397,39,0,4,818.92,23.96,0,0,22.24,14.43,0,0
TXN141925,272.73,2,4,travel,wallet,desktop,47,751,21,1,3,763.02,10.85,0,0,8.34,21.65,0,0
TXN141926,1474.91,0,2,entertainment,netbanking,pos,55,3186,25,0,1,1096.88,6.76,0,0,31.39,9.55,0,0
TXN141927,2685.81,7,3,travel,card,pos,24,2762,29,0,0,4318.15,20.19,0,0,23.5,17.74,0,0
TXN141928,410.75,12,2,electronics,emi,pos,22,530,23,0,3,335.98,25.24,0,0,12.76,12.79,0,0
TXN141929,289.09,2,2,electronics,card,mobile,59,2391,24,0,0,238.55,11.29,0,0,11.57,9.56,0,0
TXN141930,912.22,21,5,electronics,emi,tablet,34,3491,23,1,2,1627.32,40.15,0,0,29.98,0.0,0,0
TXN141931,4399.54,3,0,grocery,netbanking,tablet,53,811,34,1,0,1266.78,21.6,0,1,25.31,13.7,0,0
TXN141932,159.59,17,2,healthcare,card,desktop,22,787,29,1,4,98.82,14.32,0,0,14.33,7.38,0,0
TXN141933,789.06,1,6,fashion,emi,pos,52,3401,22,0,2,1279.6,15.7,0,0,43.63,10.03,0,0
TXN141934,82.38,4,3,fashion,netbanking,mobile,69,3507,24,1,2,117.64,30.31,1,0,10.72,0.0,0,0
TXN141935,552.21,22,0,entertainment,card,pos,42,1908,25,0,1,1010.95,43.93,0,0,34.75,11.58,0,0
TXN141936,6763.81,3,4,fashion,wallet,tablet,50,1750,31,0,0,4322.85,15.81,1,0,24.12,27.13,0,1
TXN141937,608.64,4,2,entertainment,wallet,pos,34,803,24,0,1,490.92,14.82,0,0,7.48,9.33,0,0
TXN141938,575.63,9,5,grocery,netbanking,pos,34,205,20,0,1,445.33,20.81,0,0,57.58,19.22,0,0
TXN141939,4946.39,14,3,gaming,upi,desktop,21,2068,17,1,1,1616.77,11.09,0,0,34.51,32.23,0,0
TXN141940,1009.21,10,3,food_delivery,card,tablet,45,551,26,0,1,1999.88,2.5,0,0,39.06,16.02,0,0
TXN141941,839.02,13,6,travel,wallet,tablet,71,1516,30,0,2,860.97,47.75,0,0,34.55,14.15,0,0
TXN141942,3075.58,7,5,education,netbanking,tablet,24,3422,16,1,2,1681.47,39.44,1,0,31.94,3.25,1,0
TXN141943,162.4,20,4,healthcare,card,desktop,41,3347,27,0,2,446.9,26.02,0,0,12.3,21.73,0,0
TXN141944,1937.89,13,1,gaming,netbanking,pos,65,1686,30,0,1,1298.89,6.0,0,0,26.78,0.68,0,0
TXN141945,660.83,18,2,utilities,wallet,mobile,46,1131,28,0,4,658.64,9.26,0,0,49.87,20.29,0,0
TXN141946,229.55,16,3,healthcare,emi,tablet,61,3562,27,0,1,230.39,29.62,0,0,13.39,0.35,0,0
TXN141947,1275.8,21,4,healthcare,emi,mobile,39,3235,24,0,1,1206.27,10.58,0,0,8.22,0.0,0,0
TXN141948,191.53,14,1,electronics,wallet,tablet,52,2203,18,2,2,478.25,17.96,0,0,7.97,12.51,0,0
TXN141949,990.59,10,4,healthcare,upi,pos,74,2709,21,0,2,642.27,16.68,0,0,20.0,24.76,0,0
TXN141950,195.71,6,0,electronics,wallet,desktop,52,1605,25,0,1,766.16,6.11,0,0,32.0,3.26,0,0
TXN141951,558.86,0,4,gaming,netbanking,tablet,63,2481,18,0,2,658.99,24.57,0,1,8.41,38.45,0,1
TXN141952,618.94,4,6,fashion,upi,desktop,57,2023,20,0,1,1070.99,5.65,0,0,24.78,18.97,0,0
TXN141953,1349.24,19,0,gaming,wallet,desktop,23,671,23,0,1,1196.99,17.38,0,0,37.66,0.0,0,0
TXN141954,818.97,7,2,food_delivery,emi,tablet,27,253,17,0,4,464.43,13.05,0,0,43.17,22.47,1,0
TXN141955,536.93,14,3,grocery,wallet,mobile,52,315,29,0,2,1537.16,11.0,0,0,43.33,4.99,0,0
TXN141956,1797.9,18,0,entertainment,card,desktop,37,2918,28,0,1,1284.66,2.49,0,0,28.68,9.31,0,0
TXN141957,897.11,2,2,education,upi,pos,45,3155,19,1,3,592.28,38.36,0,0,38.07,26.81,0,0
TXN141958,213.51,16,6,fashion,upi,pos,45,1873,15,0,4,494.42,1.63,0,0,8.34,14.29,0,0
TXN141959,1132.53,17,2,electronics,emi,desktop,63,2082,18,2,5,1509.88,10.39,1,0,15.61,26.28,0,1
TXN141960,257.65,21,5,travel,emi,tablet,74,3353,19,1,1,403.32,0.18,0,0,44.41,5.43,0,0
TXN141961,920.61,11,5,grocery,netbanking,desktop,74,3523,26,0,1,506.32,11.54,0,0,14.94,16.01,0,0
TXN141962,2073.12,2,6,travel,emi,mobile,22,2610,30,0,2,1761.76,7.93,0,0,10.96,12.4,0,0
TXN141963,672.12,0,1,grocery,card,mobile,60,1885,22,1,2,1229.88,11.44,0,0,57.07,2.67,0,0
TXN141964,547.99,22,6,gaming,netbanking,pos,59,1642,31,0,1,376.38,6.27,0,0,16.67,31.44,0,0
TXN141965,1122.56,2,0,entertainment,card,pos,67,2158,26,1,3,1205.23,18.87,0,0,6.56,21.0,0,0
TXN141966,3533.17,14,5,grocery,upi,pos,42,2732,19,1,1,1561.54,71.71,0,0,14.03,26.51,0,0
TXN141967,11725.97,4,0,healthcare,card,desktop,46,3639,17,1,0,4055.45,6.92,0,0,38.31,0.0,0,0
TXN141968,829.11,2,2,travel,upi,mobile,43,2421,27,0,1,1448.63,24.26,0,0,21.25,10.55,0,0
TXN141969,1055.84,5,4,entertainment,wallet,pos,39,2613,23,0,1,871.2,13.92,0,0,20.83,0.0,0,0
TXN141970,753.25,9,0,grocery,upi,desktop,32,94,29,0,3,355.92,17.72,0,0,37.65,16.76,0,0
TXN141971,1541.62,7,0,grocery,wallet,tablet,54,1314,31,0,1,1799.35,3.54,0,0,12.38,13.07,0,0
TXN141972,184.35,20,4,travel,card,tablet,18,1021,25,0,0,96.21,6.02,0,0,27.04,13.08,0,0
TXN141973,379.77,4,3,food_delivery,upi,desktop,60,3021,21,0,2,1533.93,8.99,0,0,14.77,13.65,0,0
TXN141974,650.02,3,5,healthcare,netbanking,desktop,65,933,17,0,3,656.59,10.6,0,0,26.0,38.26,0,0
TXN141975,1019.72,22,2,gaming,netbanking,tablet,30,1079,23,1,2,1064.98,7.08,0,0,14.2,15.75,0,0
TXN141976,779.1,15,3,fashion,emi,mobile,30,2384,24,0,4,299.77,6.74,0,0,20.32,0.0,0,0
TXN141977,235.39,17,3,gaming,netbanking,pos,46,1917,29,0,2,801.64,1.45,0,0,14.7,5.05,0,0
TXN141978,378.71,21,0,travel,card,tablet,66,1488,28,0,2,224.06,11.87,0,0,12.62,12.64,0,0
TXN141979,360.32,6,2,utilities,card,mobile,24,869,37,1,0,182.79,16.01,0,0,7.64,10.31,1,0
TXN141980,2041.05,1,2,entertainment,netbanking,pos,42,3274,30,0,1,472.44,10.49,0,0,33.47,0.0,0,0
TXN141981,2360.04,7,3,utilities,card,tablet,30,3630,20,0,3,1376.6,34.87,0,0,37.22,9.27,0,0
TXN141982,639.74,14,4,entertainment,emi,pos,66,237,20,0,2,865.98,19.32,0,0,29.82,9.57,0,0
TXN141983,3563.02,22,5,entertainment,wallet,desktop,68,3411,30,0,2,2661.66,31.78,0,0,9.45,0.0,0,0
TXN141984,405.83,3,4,grocery,upi,pos,22,3008,25,0,0,459.6,77.23,0,0,12.64,24.76,0,0
TXN141985,5827.36,1,3,healthcare,netbanking,mobile,26,3189,28,1,4,2355.06,21.64,0,0,8.75,21.29,0,0
TXN141986,298.74,5,6,gaming,emi,mobile,26,1607,31,0,2,716.4,78.39,0,0,22.32,7.81,0,0
TXN141987,601.75,8,4,electronics,upi,pos,64,1464,28,0,0,717.83,6.04,0,0,14.45,23.93,0,0
TXN141988,1711.9,3,4,gaming,wallet,pos,69,2236,33,0,2,2522.86,1.54,1,0,25.33,25.97,0,0
TXN141989,662.15,0,2,utilities,card,mobile,39,2659,22,0,2,842.31,7.52,0,0,19.42,9.29,0,0
TXN141990,448.9,7,6,gaming,emi,desktop,26,3409,23,1,2,513.36,14.81,0,0,28.06,29.2,0,0
TXN141991,1979.92,4,6,healthcare,card,tablet,55,952,20,0,3,1251.49,19.84,0,0,0.0,0.0,0,0
TXN141992,843.63,13,3,education,card,pos,68,3528,25,1,3,306.24,31.65,0,0,21.94,38.91,0,0
TXN141993,1376.99,18,5,gaming,netbanking,mobile,69,1424,23,2,2,1945.93,11.6,0,0,14.86,26.44,0,0
TXN141994,809.62,13,1,travel,upi,pos,43,2422,32,1,2,1760.56,4.14,0,1,23.35,10.26,0,0
TXN141995,374.67,13,5,education,wallet,pos,62,2936,29,0,2,619.61,6.6,0,0,41.41,0.0,0,0
TXN141996,1618.92,5,6,fashion,card,mobile,72,2387,21,1,1,684.35,27.28,0,1,0.0,37.79,0,0
TXN141997,758.14,13,3,education,card,tablet,65,206,20,0,0,729.88,9.16,0,0,45.59,21.96,0,0
TXN141998,1468.75,21,3,grocery,wallet,tablet,45,3203,28,0,1,2006.9,30.12,0,0,29.85,18.9,0,0
TXN141999,209.46,20,4,healthcare,emi,tablet,32,181,31,1,1,367.22,12.61,0,0,14.4,13.09,0,0
TXN142000,1604.79,6,1,grocery,upi,tablet,39,1963,26,0,2,1316.38,36.66,0,0,12.39,13.72,0,0
TXN142001,67.62,20,3,entertainment,emi,desktop,38,2413,27,0,2,77.83,2.94,0,0,21.77,0.0,0,0
TXN142002,112.3,1,6,fashion,wallet,tablet,74,914,33,0,2,450.77,27.98,1,0,36.65,7.99,0,0
TXN142003,705.75,21,3,fashion,card,desktop,59,2827,14,0,0,532.27,42.56,0,0,25.34,4.19,0,0
TXN142004,485.39,21,3,travel,card,desktop,66,2182,26,1,1,382.74,44.89,0,0,6.58,17.66,0,0
TXN142005,965.67,19,6,entertainment,wallet,tablet,62,1400,27,0,1,1718.82,9.93,0,0,10.91,0.0,0,0
TXN142006,365.79,15,2,entertainment,card,pos,45,565,25,0,1,972.07,10.95,1,1,23.7,19.15,0,0
TXN142007,265.72,11,0,utilities,netbanking,mobile,63,2462,28,1,2,188.28,8.9,0,0,16.65,11.84,0,0
TXN142008,142.27,1,4,entertainment,card,pos,54,367,25,0,0,187.73,12.64,0,0,34.06,26.65,0,0
TXN142009,440.45,7,5,entertainment,upi,mobile,60,3295,21,0,0,709.22,48.04,0,0,0.0,12.37,0,0
TXN142010,1383.3,4,1,travel,netbanking,tablet,35,420,20,0,0,1583.38,9.14,0,0,38.82,0.0,0,0
TXN142011,233.19,7,0,utilities,card,mobile,31,365,24,0,2,606.14,2.44,0,0,15.18,0.0,0,0
TXN142012,4547.5,21,2,education,card,tablet,28,750,23,0,1,1892.62,25.02,0,0,14.03,21.32,0,0
TXN142013,923.91,2,5,healthcare,emi,pos,34,3031,18,0,1,1074.94,31.65,1,0,20.74,14.54,0,0
TXN142014,295.32,20,5,grocery,emi,tablet,73,3086,22,0,2,485.66,0.14,0,0,2.81,5.79,0,0
TXN142015,173.09,0,6,travel,wallet,pos,71,2123,31,0,1,189.63,1.05,0,0,6.73,0.63,0,0
TXN142016,695.35,21,0,fashion,wallet,tablet,26,2901,30,0,0,1162.93,7.12,0,0,0.0,5.84,0,0
TXN142017,260.21,19,3,education,card,pos,49,1542,32,0,6,485.14,15.77,1,1,30.67,4.23,0,1
TXN142018,1481.43,6,0,travel,wallet,desktop,71,3636,27,1,2,444.69,8.47,0,0,9.85,32.09,0,0
TXN142019,683.29,7,5,grocery,netbanking,mobile,61,189,24,0,1,958.12,48.87,1,0,34.07,17.73,0,1
TXN142020,754.8,11,5,education,upi,tablet,52,2236,22,0,1,1266.27,2.61,0,0,31.71,16.59,0,0
TXN142021,1126.42,2,6,healthcare,netbanking,tablet,52,1402,20,1,2,848.3,29.69,0,0,3.6,0.0,0,0
TXN142022,137.37,10,6,education,emi,tablet,36,1295,23,0,2,206.8,9.48,1,0,23.08,5.01,0,0
TXN142023,363.69,8,5,entertainment,netbanking,pos,70,2897,24,1,0,315.41,16.31,1,0,6.46,19.59,0,0
TXN142024,89.64,9,1,grocery,wallet,pos,22,2803,20,1,1,332.25,15.05,0,1,38.15,14.36,0,0
TXN142025,2106.23,14,2,food_delivery,upi,pos,67,1978,24,0,0,2368.59,51.48,0,0,23.12,14.02,0,0
TXN142026,1408.48,6,5,food_delivery,wallet,desktop,67,3181,26,0,1,884.49,2.48,0,0,43.7,2.7,0,0
TXN142027,248.82,23,5,grocery,upi,pos,32,644,10,1,3,1341.08,1.87,1,0,0.0,24.05,0,0
TXN142028,899.82,22,5,gaming,card,tablet,47,281,22,1,0,1184.3,30.08,1,0,12.17,0.0,0,0
TXN142029,1647.18,2,4,fashion,netbanking,pos,68,848,32,2,3,984.86,18.97,0,0,14.13,10.65,0,0
TXN142030,1572.43,19,2,gaming,upi,desktop,45,351,23,0,0,983.13,16.9,0,0,51.01,29.01,0,0
TXN142031,1681.84,6,1,grocery,wallet,desktop,35,3093,21,0,0,1017.02,14.46,0,0,19.51,14.56,0,0
TXN142032,191.49,0,6,education,netbanking,pos,21,1876,20,2,0,264.82,11.96,0,0,21.6,26.17,0,0
TXN142033,1009.38,14,0,gaming,emi,desktop,43,1580,30,0,1,1804.09,25.85,0,0,2.03,13.4,0,0
TXN142034,7756.98,5,0,gaming,upi,mobile,33,1813,32,0,0,8115.6,2.3,0,0,13.31,11.25,0,0
TXN142035,288.08,9,0,food_delivery,wallet,mobile,66,349,38,1,3,239.84,7.35,0,0,0.0,29.43,0,0
TXN142036,274.11,1,3,food_delivery,wallet,desktop,67,2367,27,0,1,632.39,11.61,0,0,56.05,13.5,0,0
TXN142037,203.32,12,0,healthcare,emi,desktop,36,3552,32,1,3,306.73,28.1,0,0,31.4,9.29,0,0
TXN142038,3184.08,18,0,gaming,wallet,tablet,29,520,28,1,3,4209.65,3.84,0,0,5.43,19.44,0,0
TXN142039,1855.97,1,4,entertainment,netbanking,tablet,34,925,22,0,0,900.52,3.61,1,0,14.18,20.47,0,0
TXN142040,155.75,17,2,grocery,emi,tablet,40,2836,26,0,1,60.68,7.35,0,0,37.53,22.17,0,0
TXN142041,680.47,3,6,grocery,wallet,mobile,56,2907,20,1,1,869.42,23.72,0,0,12.09,0.0,0,0
TXN142042,381.29,8,3,education,wallet,desktop,26,1028,33,0,0,336.93,23.96,0,0,1.9,22.38,0,0
TXN142043,866.6,1,5,gaming,upi,pos,74,47,28,1,1,1169.03,8.87,0,0,0.0,7.12,0,0
TXN142044,627.07,16,5,gaming,wallet,desktop,57,2625,22,0,3,1084.9,29.04,0,0,26.16,1.58,0,0
TXN142045,1038.96,18,1,fashion,upi,tablet,25,936,29,0,1,893.76,3.92,0,0,38.81,19.89,0,0
TXN142046,2240.47,15,4,healthcare,emi,mobile,35,2952,28,0,2,905.54,17.1,0,0,0.0,5.22,0,0
TXN142047,1193.41,22,6,food_delivery,wallet,pos,57,1231,19,0,1,2767.16,0.43,0,0,34.83,11.46,0,0
TXN142048,822.68,3,1,education,card,desktop,46,3566,28,0,2,723.21,0.71,0,0,35.14,4.22,0,0
TXN142049,1581.81,6,5,electronics,wallet,tablet,48,3137,18,0,2,875.32,2.36,0,0,31.55,3.16,0,0
TXN142050,2999.79,22,5,grocery,card,tablet,20,250,28,0,0,999.0,0.67,0,0,0.0,8.98,0,0
TXN142051,797.16,14,6,food_delivery,netbanking,mobile,41,2730,26,0,0,222.18,36.13,0,0,25.02,25.01,0,0
TXN142052,115.05,10,5,travel,netbanking,tablet,53,2623,21,1,3,291.09,2.95,0,1,3.26,10.91,0,0
TXN142053,2572.64,16,3,utilities,emi,mobile,60,1124,23,0,0,1200.32,4.01,0,0,50.8,15.25,0,0
TXN142054,3854.17,19,6,electronics,card,desktop,43,3350,18,0,2,2490.16,54.97,0,0,1.25,1.39,0,0
TXN142055,105.55,18,0,gaming,emi,mobile,49,2874,18,0,3,332.81,7.78,1,0,38.7,30.63,0,0
TXN142056,1034.32,11,4,utilities,card,tablet,30,970,24,0,1,1491.27,41.87,0,0,32.51,19.56,0,0
TXN142057,786.6,0,5,fashion,emi,tablet,63,2956,20,0,0,261.94,4.47,0,0,12.35,31.33,0,0
TXN142058,1567.36,22,6,food_delivery,card,mobile,57,2592,16,0,1,3238.57,34.92,0,0,0.0,9.62,0,0
TXN142059,241.1,10,5,entertainment,emi,pos,60,1869,19,1,1,407.57,29.86,0,0,1.5,5.97,0,0
TXN142060,1559.75,4,5,travel,emi,desktop,56,3250,23,1,2,836.85,0.5,0,0,12.27,0.0,0,0
TXN142061,125.22,3,1,entertainment,emi,mobile,74,1854,21,0,1,295.84,19.84,0,0,33.63,28.93,0,0
TXN142062,1511.56,7,0,utilities,emi,tablet,68,988,35,0,1,1174.67,20.18,0,0,17.29,22.74,0,0
TXN142063,885.48,22,2,healthcare,netbanking,mobile,64,1860,25,0,1,504.29,7.94,0,0,26.75,12.19,0,0
TXN142064,992.67,17,6,fashion,card,desktop,37,1765,14,0,1,362.75,50.17,0,0,0.67,3.16,0,0
TXN142065,711.41,8,6,healthcare,netbanking,desktop,21,611,26,0,4,488.22,9.67,1,0,25.21,16.59,0,0
TXN142066,1088.34,12,5,grocery,emi,pos,18,2091,22,0,1,391.27,13.55,0,0,36.92,6.57,3,0
TXN142067,281.67,8,0,utilities,card,pos,62,2966,19,0,1,313.24,12.3,1,0,11.22,28.93,0,0
TXN142068,81.59,3,5,travel,netbanking,tablet,69,3208,24,0,3,197.76,9.23,1,0,0.0,15.63,0,0
TXN142069,1646.42,16,0,grocery,emi,tablet,55,2608,22,0,1,637.29,3.65,0,0,23.08,24.81,0,0
TXN142070,2161.17,1,2,education,upi,mobile,59,1787,23,1,1,1651.92,17.45,0,0,0.0,14.67,0,0
TXN142071,1220.0,10,3,gaming,emi,mobile,23,3100,17,0,0,909.55,0.03,0,0,18.34,8.44,0,0
TXN142072,2148.73,10,4,grocery,wallet,tablet,50,3397,29,1,0,1355.35,,0,0,8.47,11.74,0,0
TXN142073,1000.69,10,4,grocery,netbanking,pos,52,2977,20,1,3,776.81,9.15,0,0,19.75,36.81,0,0
TXN142074,1477.38,23,5,entertainment,netbanking,tablet,26,2892,27,0,3,1087.46,38.31,0,0,24.28,16.84,0,0
TXN142075,3993.38,22,6,fashion,wallet,mobile,60,2867,33,0,0,5708.58,7.49,0,0,0.0,19.05,0,0
TXN142076,139.65,9,1,gaming,card,tablet,37,1786,25,1,2,584.2,6.87,0,1,16.07,14.89,0,0
TXN142077,607.21,7,0,grocery,card,pos,29,2848,27,0,2,1147.36,9.18,0,0,0.0,0.1,0,0
TXN142078,173.84,17,4,grocery,card,mobile,57,1397,25,0,4,340.43,26.19,0,0,36.29,13.89,0,0
TXN142079,1218.84,14,3,food_delivery,netbanking,pos,42,3447,28,0,1,819.32,14.33,0,0,10.31,5.15,1,0
TXN142080,315.51,12,1,travel,emi,desktop,48,3225,26,0,0,389.73,44.29,0,0,10.79,6.25,0,0
TXN142081,886.58,9,4,utilities,emi,desktop,48,2210,31,0,3,1322.44,0.53,1,0,9.89,29.98,0,0
TXN142082,291.03,23,5,electronics,netbanking,pos,53,2625,23,1,0,546.14,5.68,0,0,10.38,3.53,0,0
TXN142083,3618.08,8,4,entertainment,wallet,desktop,41,3022,37,0,2,2178.58,12.87,0,0,15.36,0.0,0,0
TXN142084,1122.86,23,1,gaming,card,tablet,64,2108,29,0,2,865.48,19.56,0,0,34.91,33.86,0,0
TXN142085,1567.06,5,1,gaming,wallet,pos,67,2925,14,0,3,1200.92,2.21,0,0,0.0,18.22,0,0
TXN142086,211.52,2,5,food_delivery,netbanking,mobile,45,2693,30,1,2,222.67,9.23,1,0,31.69,15.67,0,0
TXN142087,943.93,20,2,food_delivery,upi,tablet,27,987,25,0,3,2048.07,14.51,0,0,4.57,16.67,0,0
TXN142088,2230.84,10,2,food_delivery,upi,pos,33,556,18,1,0,1261.75,2.26,0,0,15.16,20.9,0,0
TXN142089,1204.29,9,2,food_delivery,emi,pos,61,2065,28,0,1,1137.19,4.34,0,0,35.82,6.19,0,0
TXN142090,1623.05,17,0,electronics,emi,tablet,32,2,21,0,1,1942.34,7.44,0,0,42.57,10.06,0,0
TXN142091,488.24,17,6,healthcare,card,mobile,62,2663,30,0,2,546.99,12.93,0,0,24.85,24.94,0,0
TXN142092,3333.03,8,4,electronics,emi,mobile,55,2496,23,1,3,4906.11,0.32,0,0,21.34,2.15,0,0
TXN142093,778.95,18,0,grocery,card,pos,43,378,23,0,1,668.46,13.82,0,0,26.83,42.42,0,0
TXN142094,585.68,19,1,travel,upi,mobile,25,1131,28,0,4,868.36,11.47,0,0,61.75,18.04,0,0
TXN142095,1445.5,2,6,fashion,netbanking,mobile,48,1937,23,1,0,1582.49,23.05,0,0,41.94,11.31,0,0
TXN142096,745.38,15,5,travel,upi,pos,57,2648,28,0,2,392.02,6.2,0,0,22.42,25.49,0,0
TXN142097,874.01,23,0,healthcare,upi,pos,26,11,21,0,0,1162.99,18.29,0,0,14.14,14.74,0,0
TXN142098,954.63,17,0,electronics,emi,pos,65,2027,24,1,0,528.01,12.45,0,0,19.43,17.95,0,0
TXN142099,482.5,4,6,education,netbanking,pos,29,877,33,0,1,705.58,4.46,0,0,40.57,28.92,0,0
TXN142100,556.23,14,1,travel,emi,desktop,41,1451,19,1,2,990.84,2.3,0,0,35.9,1.62,0,0
TXN142101,2046.11,19,4,entertainment,wallet,tablet,48,1775,29,0,3,1569.7,8.56,1,1,13.43,3.43,0,0
TXN142102,1894.01,3,6,electronics,wallet,tablet,60,727,23,0,0,2481.9,10.98,0,0,31.38,0.0,0,0
TXN142103,622.26,4,6,healthcare,emi,mobile,30,1120,24,0,3,354.16,9.48,0,0,21.47,42.08,0,0
TXN142104,355.12,23,4,travel,netbanking,desktop,37,1504,23,0,3,502.0,6.09,0,0,23.23,24.56,0,0
TXN142105,2830.24,11,1,food_delivery,wallet,pos,63,2814,28,1,2,3409.19,6.68,0,0,27.24,26.51,0,0
TXN142106,3260.46,17,3,fashion,card,desktop,36,1047,23,0,2,1080.32,8.98,0,0,45.94,0.66,0,0
TXN142107,2369.39,8,1,education,netbanking,pos,53,2326,23,0,5,1206.81,17.1,1,0,14.31,23.4,0,0
TXN142108,252.0,23,6,utilities,emi,mobile,40,1320,27,1,2,354.46,18.97,0,0,25.75,18.32,0,0
TXN142109,277.12,22,5,entertainment,wallet,pos,21,977,21,0,1,186.48,19.11,0,0,29.48,32.03,0,0
TXN142110,1681.05,10,2,utilities,card,pos,47,405,28,0,0,1229.79,6.93,0,0,17.67,6.54,0,0
TXN142111,64.26,12,5,utilities,card,tablet,38,63,22,0,1,58.27,22.14,0,0,30.7,31.41,0,0
TXN142112,306.0,19,5,fashion,netbanking,tablet,33,1256,27,1,1,873.14,4.98,0,0,28.36,25.36,0,0
TXN142113,4975.06,2,0,travel,card,desktop,66,930,23,1,2,3767.44,8.76,0,0,0.0,15.27,0,0
TXN142114,954.61,16,2,travel,upi,pos,62,2746,22,0,1,621.79,4.36,1,0,9.17,1.37,0,0
TXN142115,968.45,10,0,entertainment,card,desktop,33,1895,24,0,2,1137.22,33.61,0,0,8.23,0.38,0,0
TXN142116,452.9,15,4,food_delivery,card,pos,47,206,18,1,4,476.68,0.55,0,0,19.84,24.3,0,0
TXN142117,1622.48,17,0,electronics,netbanking,pos,59,2782,19,0,2,509.99,2.57,0,0,21.31,0.0,0,0
TXN142118,2958.5,2,4,travel,upi,mobile,21,1450,33,0,0,942.66,12.08,0,0,19.18,14.78,0,0
